area_type,availability,location,bhk,total_sqft,bath,balcony,price,price_per_sqft,sqft_per_bhk
Super built-up  Area,19-Dec,jp nagar,3,1750.0,3.0,1.0,123.0,7028.571428571428,583.3333333333334
Super built-up  Area,Ready To Move,varthur road,2,1050.0,2.0,2.0,42.7,4066.6666666666665,525.0
Super built-up  Area,17-Dec,tumkur road,2,1027.0,2.0,1.0,60.0,5842.259006815969,513.5
Built-up  Area,Ready To Move,sector 2 hsr layout,3,1600.0,3.0,2.0,70.0,4375.0,533.3333333333334
Super built-up  Area,19-Mar,hebbal,4,2790.0,5.0,3.0,198.0,7096.774193548387,697.5
Super built-up  Area,Ready To Move,sahakara nagar,2,1000.0,2.0,1.0,60.0,6000.0,500.0
Super built-up  Area,18-Apr,varthur,2,1120.0,2.0,2.0,44.24,3950.0,560.0
Super built-up  Area,Ready To Move,kasturi nagar,3,1570.0,3.0,2.0,110.0,7006.369426751592,523.3333333333334
Super built-up  Area,Ready To Move,koramangala,3,1500.0,3.0,1.0,135.0,9000.0,500.0
Built-up  Area,Ready To Move,frazer town,2,1315.0,2.0,2.0,140.0,10646.38783269962,657.5
Super built-up  Area,18-Apr,electronic city phase ii,2,1140.0,2.0,1.0,33.84,2968.421052631579,570.0
Super built-up  Area,Ready To Move,banashankari,2,1105.0,2.0,2.0,90.0,8144.796380090498,552.5
Built-up  Area,18-Dec,electronic city,2,1200.0,2.0,1.0,34.65,2887.5,600.0
Super built-up  Area,18-Dec,whitefield,1,905.0,1.0,1.0,62.0,6850.828729281768,905.0
Plot  Area,Ready To Move,hsr layout,4,2400.0,4.0,0.0,350.0,14583.333333333334,600.0
Super built-up  Area,Ready To Move,kudlu gate,2,1185.0,2.0,1.0,50.0,4219.4092827004215,592.5
Super built-up  Area,Ready To Move,koramangala,2,1083.0,2.0,1.0,100.0,9233.610341643584,541.5
Super built-up  Area,Ready To Move,rayasandra,3,1458.0,3.0,2.0,60.0,4115.22633744856,486.0
Super built-up  Area,Ready To Move,hormavu,3,1555.0,3.0,2.0,75.0,4823.15112540193,518.3333333333334
Super built-up  Area,Ready To Move,sarjapur  road,2,1308.0,2.0,1.0,58.86,4500.0,654.0
Super built-up  Area,Ready To Move,kudlu,2,1024.0,2.0,2.0,44.0,4296.875,512.0
Super built-up  Area,Ready To Move,parappana agrahara,2,1194.0,2.0,2.0,47.0,3936.348408710218,597.0
Super built-up  Area,Ready To Move,kanakapura,3,1450.0,3.0,1.0,75.0,5172.413793103448,483.3333333333333
Super built-up  Area,Ready To Move,seegehalli,3,1639.0,3.0,3.0,120.0,7321.537522879805,546.3333333333334
Super built-up  Area,19-Jun,whitefield,3,1870.0,3.0,2.0,138.0,7379.679144385027,623.3333333333334
Super built-up  Area,18-Oct,hennur road,2,1232.0,2.0,1.0,87.0,7061.688311688312,616.0
Super built-up  Area,Ready To Move,kasavanhalli,3,1719.0,3.0,1.0,184.0,10703.89761489238,573.0
Super built-up  Area,18-May,chandapura,2,975.0,2.0,1.0,24.86,2549.74358974359,487.5
Super built-up  Area,Ready To Move,jakkur,2,1230.0,2.0,1.0,79.0,6422.764227642277,615.0
Super built-up  Area,Ready To Move,kr puram,2,1076.0,2.0,2.0,67.0,6226.7657992565055,538.0
Built-up  Area,Ready To Move,kumaraswami layout,7,2400.0,7.0,1.0,125.0,5208.333333333333,342.85714285714283
Super built-up  Area,Ready To Move,kodigehaali,3,2120.0,3.0,2.0,177.0,8349.056603773584,706.6666666666666
Super built-up  Area,Ready To Move,electronic city,2,1096.0,2.0,2.0,40.55,3699.8175182481746,548.0
Super built-up  Area,Ready To Move,horamavu agara,2,1107.83,2.0,1.0,41.51,3746.964787016059,553.915
Built-up  Area,Ready To Move,chamrajpet,1,505.0,1.0,0.0,85.0,16831.68316831683,505.0
Super built-up  Area,Ready To Move,sarjapur  road,2,1320.0,2.0,2.0,115.0,8712.121212121212,660.0
Super built-up  Area,19-Mar,8th phase jp nagar,3,1431.5,3.0,0.0,72.02,5031.086273140063,477.1666666666667
Super built-up  Area,18-Feb,whitefield,2,1320.0,2.0,1.0,99.26,7519.69696969697,660.0
Super built-up  Area,Ready To Move,whitefield,3,2901.0,4.0,2.0,190.0,6549.465701482248,967.0
Built-up  Area,Ready To Move,gm palaya,3,1315.0,2.0,2.0,65.0,4942.9657794676805,438.3333333333333
Super built-up  Area,Ready To Move,hosakerehalli,3,1596.0,3.0,3.0,79.8,5000.0,532.0
Super built-up  Area,Ready To Move,bannerghatta road,3,1750.0,3.0,0.0,130.0,7428.571428571428,583.3333333333334
Plot  Area,Ready To Move,whitefield,4,2403.0,4.0,2.0,270.0,11235.955056179775,600.75
Super built-up  Area,20-Dec,old madras road,3,1350.0,3.0,2.0,47.25,3500.0,450.0
Super built-up  Area,Ready To Move,old madras road,4,4062.5,4.0,0.0,341.0,8393.846153846154,1015.625
Super built-up  Area,Ready To Move,talaghattapura,2,921.0,2.0,1.0,29.47,3199.782844733985,460.5
Super built-up  Area,Ready To Move,sultan palaya,3,1713.0,3.0,3.0,125.0,7297.139521307648,571.0
Built-up  Area,Ready To Move,8th phase jp nagar,3,1900.0,4.0,1.0,90.0,4736.8421052631575,633.3333333333334
Super built-up  Area,Ready To Move,kudlu gate,3,1664.0,3.0,2.0,68.0,4086.5384615384614,554.6666666666666
Super built-up  Area,19-Dec,binny pete,3,1795.0,3.0,2.0,139.0,7743.732590529248,598.3333333333334
Built-up  Area,Ready To Move,kereguddadahalli,1,600.0,1.0,1.0,19.5,3250.0,600.0
Built-up  Area,Ready To Move,hoodi,2,1240.0,2.0,3.0,65.0,5241.935483870968,620.0
Super built-up  Area,Ready To Move,hegde nagar,3,1965.0,4.0,2.0,132.0,6717.557251908397,655.0
Plot  Area,Ready To Move,sarjapur,4,4111.0,4.0,1.0,370.0,9000.243249817562,1027.75
Super built-up  Area,19-Dec,electronics city phase 1,2,1200.0,2.0,2.0,59.76,4980.0,600.0
Built-up  Area,Ready To Move,raja rajeshwari nagar,3,3000.0,3.0,2.0,60.0,2000.0,1000.0
Super built-up  Area,Ready To Move,mahadevpura,2,1136.0,2.0,3.0,64.5,5677.816901408451,568.0
Super built-up  Area,Ready To Move,jigani,2,914.0,2.0,2.0,55.0,6017.505470459519,457.0
Super built-up  Area,Ready To Move,poorna pragna layout,3,1270.0,2.0,1.0,50.79,3999.212598425197,423.3333333333333
Super built-up  Area,Ready To Move,rachenahalli,2,1050.0,2.0,2.0,47.25,4500.0,525.0
Super built-up  Area,Ready To Move,marathahalli,3,1385.0,2.0,2.0,68.5,4945.848375451264,461.6666666666667
Built-up  Area,Ready To Move,yelahanka,2,845.0,2.0,2.0,43.0,5088.757396449704,422.5
Super built-up  Area,20-Sep,whitefield,2,1485.0,2.0,1.0,96.51,6498.989898989899,742.5
Super built-up  Area,Ready To Move,kanakapura,3,1460.0,2.0,3.0,43.79,2999.3150684931506,486.6666666666667
Super built-up  Area,Ready To Move,thanisandra,2,1450.0,2.0,1.0,57.0,3931.0344827586205,725.0
Built-up  Area,Ready To Move,hsr layout,3,1360.0,2.0,1.0,53.0,3897.0588235294117,453.3333333333333
Built-up  Area,Ready To Move,singasandra,2,1375.0,2.0,3.0,58.0,4218.181818181818,687.5
Super built-up  Area,Ready To Move,uttarahalli,2,1125.0,2.0,1.0,48.0,4266.666666666667,562.5
Super built-up  Area,Ready To Move,banashankari,1,720.0,1.0,1.0,60.0,8333.333333333334,720.0
Super built-up  Area,Ready To Move,7th phase jp nagar,3,1460.0,2.0,2.0,100.0,6849.315068493151,486.6666666666667
Super built-up  Area,Ready To Move,yelachenahalli,2,800.0,1.0,1.0,30.0,3750.0,400.0
Super built-up  Area,Ready To Move,bhoganhalli,3,1760.0,3.0,2.0,128.0,7272.727272727273,586.6666666666666
Built-up  Area,Ready To Move,tc palaya,3,1350.0,3.0,1.0,60.0,4444.444444444444,450.0
Super built-up  Area,Ready To Move,frazer town,3,1706.0,3.0,3.0,154.0,9026.963657678782,568.6666666666666
Super built-up  Area,Ready To Move,btm layout,3,1600.0,3.0,2.0,112.0,7000.0,533.3333333333334
Super built-up  Area,Ready To Move,whitefield,3,1755.0,3.0,3.0,101.0,5754.985754985755,585.0
Super built-up  Area,Ready To Move,hulimavu,2,1200.0,2.0,1.0,50.0,4166.666666666667,600.0
Super built-up  Area,Ready To Move,beml layout,2,1200.0,2.0,2.0,67.0,5583.333333333333,600.0
Plot  Area,Ready To Move,sector 7 hsr layout,3,1200.0,4.0,1.0,275.0,22916.666666666668,400.0
Super built-up  Area,22-Dec,2nd phase judicial layout,3,1300.0,3.0,2.0,64.0,4923.076923076923,433.3333333333333
Super built-up  Area,18-May,mysore road,2,1029.5,2.0,0.0,50.855,4939.776590577951,514.75
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1128.0,2.0,2.0,40.0,3546.099290780142,564.0
Super built-up  Area,18-Mar,panathur,2,1210.0,2.0,1.0,80.0,6611.570247933884,605.0
Super built-up  Area,18-Jul,arekere,4,2710.0,6.0,2.0,142.0,5239.852398523985,677.5
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1151.0,2.0,2.0,39.0,3388.3579496090356,575.5
Super built-up  Area,Ready To Move,electronic city,2,1017.0,2.0,2.0,27.0,2654.8672566371683,508.5
Built-up  Area,Ready To Move,sarjapur  road,2,920.0,2.0,1.0,40.0,4347.826086956522,460.0
Plot  Area,Ready To Move,hrbr layout,4,1200.0,3.0,1.0,180.0,15000.0,300.0
Super built-up  Area,Ready To Move,munnekollal,3,1750.0,3.0,3.0,86.5,4942.857142857143,583.3333333333334
Built-up  Area,Ready To Move,dasanapura,2,1163.0,2.0,1.0,65.0,5588.993981083405,581.5
Super built-up  Area,Ready To Move,7th phase jp nagar,3,1650.0,3.0,3.0,110.0,6666.666666666667,550.0
Super built-up  Area,Ready To Move,cv raman nagar,2,1100.0,2.0,1.0,58.0,5272.727272727273,550.0
Built-up  Area,Ready To Move,r.t. nagar,2,1200.0,2.0,2.0,60.0,5000.0,600.0
Super built-up  Area,19-Jun,begur road,3,1933.0,3.0,2.0,98.0,5069.839627521987,644.3333333333334
Super built-up  Area,Ready To Move,begur road,2,1200.0,2.0,2.0,45.6,3800.0,600.0
Super built-up  Area,Ready To Move,whitefield,3,1608.0,2.0,3.0,63.0,3917.910447761194,536.0
Super built-up  Area,Ready To Move,horamavu banaswadi,2,1156.0,2.0,2.0,46.9,4057.093425605536,578.0
Super built-up  Area,Ready To Move,kasavanhalli,1,770.0,1.0,1.0,43.82,5690.909090909091,770.0
Super built-up  Area,Ready To Move,ardendale,3,1777.26,3.0,2.0,105.0,5907.970696465346,592.42
Super built-up  Area,Ready To Move,kanakpura road,2,1339.0,2.0,2.0,85.0,6348.020911127707,669.5
Built-up  Area,18-Mar,sarjapur  road,3,3044.0,3.0,2.0,183.0,6011.826544021025,1014.6666666666666
Built-up  Area,Ready To Move,hulimavu,3,1450.0,3.0,3.0,72.0,4965.517241379311,483.3333333333333
Super built-up  Area,18-Mar,kothanur,2,1075.0,2.0,2.0,53.0,4930.232558139535,537.5
Super built-up  Area,Ready To Move,sarjapur  road,3,1163.0,2.0,2.0,62.0,5331.04041272571,387.6666666666667
Built-up  Area,Ready To Move,tc palaya,2,1200.0,2.0,0.0,65.0,5416.666666666667,600.0
Plot  Area,Ready To Move,marathahalli,4,3090.0,4.0,0.0,325.0,10517.79935275081,772.5
Built-up  Area,Ready To Move,hebbal,2,1299.0,2.0,1.0,100.0,7698.229407236336,649.5
Built-up  Area,18-Dec,electronic city,2,1130.0,2.0,1.0,32.63,2887.610619469027,565.0
Super built-up  Area,Ready To Move,hrbr layout,2,1170.0,2.0,2.0,75.0,6410.25641025641,585.0
Super built-up  Area,18-Mar,jp nagar,3,2195.0,3.0,0.0,152.0,6924.829157175399,731.6666666666666
Super built-up  Area,Ready To Move,yelahanka,4,2600.0,4.0,3.0,175.0,6730.7692307692305,650.0
Super built-up  Area,Ready To Move,kr puram,2,1140.0,2.0,1.0,43.32,3800.0,570.0
Super built-up  Area,Ready To Move,kanakpura road,3,1900.0,3.0,3.0,125.0,6578.9473684210525,633.3333333333334
Built-up  Area,18-Jul,bommasandra industrial area,2,1090.0,2.0,1.0,31.48,2888.0733944954127,545.0
Super built-up  Area,Ready To Move,electronic city,2,1110.0,2.0,1.0,39.95,3599.0990990990995,555.0
Super built-up  Area,18-Jan,nagavarapalya,1,705.0,1.0,1.0,57.0,8085.106382978724,705.0
Super built-up  Area,Ready To Move,hbr layout,2,1089.0,2.0,1.0,60.0,5509.641873278237,544.5
Built-up  Area,Ready To Move,kereguddadahalli,2,1080.0,2.0,2.0,32.0,2962.962962962963,540.0
Super built-up  Area,18-Feb,thanisandra,2,1093.0,2.0,1.0,68.1,6230.558096980786,546.5
Super built-up  Area,18-Oct,banashankari stage iii,3,1480.0,3.0,1.0,75.48,5100.0,493.3333333333333
Super built-up  Area,Ready To Move,hegde nagar,3,1703.0,3.0,2.0,125.0,7339.988256018791,567.6666666666666
Super built-up  Area,Ready To Move,hebbal,2,1200.0,2.0,1.0,60.0,5000.0,600.0
Super built-up  Area,Ready To Move,marathahalli,3,1690.0,3.0,2.0,116.0,6863.905325443787,563.3333333333334
Super built-up  Area,Ready To Move,yelahanka,2,1305.0,2.0,1.0,78.0,5977.0114942528735,652.5
Super built-up  Area,18-Sep,talaghattapura,3,1257.0,2.0,2.0,40.22,3199.6817820206843,419.0
Plot  Area,Ready To Move,anekal,3,1500.0,4.0,1.0,99.0,6600.0,500.0
Built-up  Area,Ready To Move,horamavu agara,2,980.0,2.0,1.0,38.19,3896.938775510204,490.0
Plot  Area,Ready To Move,hosakerehalli,3,1200.0,2.0,1.0,100.0,8333.333333333334,400.0
Super built-up  Area,Ready To Move,whitefield,3,2225.0,3.0,1.0,149.0,6696.6292134831465,741.6666666666666
Built-up  Area,Ready To Move,narayanapura,2,1153.0,2.0,2.0,45.0,3902.8620988725065,576.5
Super built-up  Area,Ready To Move,pai layout,2,1175.0,2.0,2.0,60.0,5106.382978723404,587.5
Built-up  Area,Ready To Move,vidyaranyapura,3,1560.0,3.0,3.0,68.0,4358.974358974359,520.0
Built-up  Area,Ready To Move,yelahanka new town,1,650.0,1.0,1.0,17.0,2615.3846153846152,650.0
Super built-up  Area,Ready To Move,billekahalli,2,1350.0,3.0,2.0,55.0,4074.074074074074,675.0
Super built-up  Area,Ready To Move,chandapura,2,800.0,2.0,1.0,25.0,3125.0,400.0
Super built-up  Area,20-Dec,electronic city,4,2093.0,4.0,1.0,104.0,4968.944099378882,523.25
Super built-up  Area,18-Oct,uttarahalli,3,1320.0,2.0,2.0,55.44,4200.0,440.0
Super built-up  Area,Ready To Move,bannerghatta road,2,1275.0,2.0,1.0,73.0,5725.490196078431,637.5
Super built-up  Area,Ready To Move,begur road,2,1215.0,2.0,2.0,43.13,3549.794238683128,607.5
Super built-up  Area,Ready To Move,kanakapura,2,1130.0,2.0,1.0,45.2,4000.0,565.0
Super built-up  Area,Ready To Move,begur road,3,1444.0,2.0,2.0,71.5,4951.523545706371,481.3333333333333
Super built-up  Area,Ready To Move,padmanabhanagar,2,1000.0,1.0,0.0,90.0,9000.0,500.0
Super built-up  Area,Ready To Move,banashankari stage ii,3,1240.0,2.0,2.0,59.52,4800.0,413.3333333333333
Super built-up  Area,Ready To Move,hennur,2,1231.0,2.0,2.0,50.0,4061.7384240454917,615.5
Super built-up  Area,Ready To Move,benson town,2,1300.0,2.0,1.0,120.0,9230.76923076923,650.0
Super built-up  Area,18-Aug,yeshwanthpur,3,1713.0,3.0,2.0,110.0,6421.482778750729,571.0
Super built-up  Area,Ready To Move,kogilu,2,1200.0,2.0,1.0,53.33,4444.166666666667,600.0
Built-up  Area,Ready To Move,sarjapur  road,3,3004.0,4.0,0.0,158.0,5259.65379494008,1001.3333333333334
Built-up  Area,Ready To Move,sonnenahalli,3,1310.0,2.0,0.0,46.0,3511.4503816793895,436.6666666666667
Super built-up  Area,Ready To Move,jalahalli,2,790.0,2.0,1.0,49.5,6265.822784810127,395.0
Super built-up  Area,Ready To Move,koramangala,3,1744.0,3.0,1.0,200.0,11467.88990825688,581.3333333333334
Super built-up  Area,Ready To Move,whitefield,2,1250.0,2.0,2.0,82.0,6560.0,625.0
Super built-up  Area,Ready To Move,malleshwaram,3,2476.0,3.0,3.0,337.0,13610.662358642972,825.3333333333334
Built-up  Area,Ready To Move,subramanyapura,3,1260.0,2.0,2.0,76.0,6031.746031746032,420.0
Super built-up  Area,18-Aug,rajaji nagar,3,1615.0,3.0,1.0,175.0,10835.913312693498,538.3333333333334
Super built-up  Area,Ready To Move,yelahanka,2,1180.0,2.0,1.0,56.0,4745.762711864407,590.0
Super built-up  Area,Ready To Move,uttarahalli,3,1255.0,2.0,2.0,50.19,3999.203187250996,418.3333333333333
Super built-up  Area,Ready To Move,electronic city,2,1025.0,2.0,1.0,53.9,5258.536585365854,512.5
Super built-up  Area,Ready To Move,sarjapur  road,3,1877.0,4.0,2.0,150.0,7991.475759190197,625.6666666666666
Built-up  Area,Ready To Move,lakshminarayana pura,3,1649.0,3.0,2.0,150.0,9096.422073984233,549.6666666666666
Built-up  Area,Ready To Move,hennur,5,2500.0,5.0,2.0,125.0,5000.0,500.0
Super built-up  Area,Ready To Move,thigalarapalya,2,1418.0,2.0,2.0,105.0,7404.795486600846,709.0
Plot  Area,Ready To Move,chandapura,2,1200.0,2.0,1.0,65.0,5416.666666666667,600.0
Super built-up  Area,Ready To Move,sarjapur  road,2,1115.0,2.0,2.0,43.0,3856.5022421524664,557.5
Super built-up  Area,Ready To Move,green glen layout,3,1680.0,4.0,3.0,95.0,5654.761904761905,560.0
Super built-up  Area,Ready To Move,old madras road,2,1171.0,2.0,2.0,72.0,6148.590947907771,585.5
Super built-up  Area,Ready To Move,tumkur road,2,1027.0,2.0,1.0,68.62,6681.596884128529,513.5
Super built-up  Area,Ready To Move,kanakapura,2,1090.0,2.0,2.0,38.15,3500.0,545.0
Super built-up  Area,18-Jan,hennur road,2,1232.0,2.0,1.0,74.0,6006.493506493506,616.0
Super built-up  Area,Ready To Move,anekal,2,766.0,2.0,2.0,28.0,3655.3524804177546,383.0
Super built-up  Area,21-Dec,kanakpura road,1,525.0,1.0,1.0,27.0,5142.857142857143,525.0
Built-up  Area,Ready To Move,jp nagar,3,1452.0,2.0,1.0,41.0,2823.6914600550963,484.0
Super built-up  Area,Ready To Move,choodasandra,3,1254.0,2.0,1.0,65.0,5183.413078149921,418.0
Super built-up  Area,19-Jul,kanakpura road,3,1593.0,3.0,1.0,118.0,7407.407407407408,531.0
Super built-up  Area,Ready To Move,raja rajeshwari nagar,3,1375.0,2.0,1.0,54.99,3999.2727272727275,458.3333333333333
Super built-up  Area,Ready To Move,ardendale,3,1650.0,3.0,3.0,82.0,4969.69696969697,550.0
Super built-up  Area,Ready To Move,thanisandra,3,1430.0,2.0,2.0,51.48,3600.0,476.6666666666667
Built-up  Area,Ready To Move,electronic city,2,940.0,2.0,1.0,54.0,5744.68085106383,470.0
Super built-up  Area,Ready To Move,electronic city,1,435.0,1.0,1.0,21.0,4827.586206896552,435.0
Super built-up  Area,Ready To Move,begur road,2,1160.0,2.0,2.0,36.54,3150.0,580.0
Super built-up  Area,18-Mar,electronic city,3,1500.0,2.0,1.0,77.5,5166.666666666667,500.0
Super built-up  Area,Ready To Move,koramangala,3,1890.0,2.0,1.0,100.0,5291.005291005291,630.0
Super built-up  Area,Ready To Move,haralur road,2,1027.0,2.0,2.0,43.0,4186.952288218111,513.5
Super built-up  Area,18-Dec,whitefield,3,1495.0,3.0,0.0,61.28,4098.996655518395,498.3333333333333
Plot  Area,Ready To Move,seegehalli,3,3000.0,4.0,2.0,235.0,7833.333333333333,1000.0
Super built-up  Area,Ready To Move,tumkur road,3,1459.0,2.0,1.0,95.0,6511.3091158327625,486.3333333333333
Super built-up  Area,21-Mar,yelahanka,3,1711.0,3.0,3.0,85.61,5003.506721215664,570.3333333333334
Super built-up  Area,22-Jun,hoodi,2,1250.0,2.0,2.0,98.0,7840.0,625.0
Super built-up  Area,18-Sep,chandapura,1,645.0,1.0,1.0,16.45,2550.3875968992247,645.0
Plot  Area,Ready To Move,anandapura,2,875.0,2.0,1.0,57.0,6514.285714285715,437.5
Built-up  Area,18-Feb,ramamurthy nagar,2,1334.0,2.0,1.0,67.0,5022.488755622189,667.0
Super built-up  Area,Ready To Move,sarjapur  road,2,1115.0,2.0,2.0,50.0,4484.304932735426,557.5
Plot  Area,Ready To Move,amruthahalli,3,1200.0,5.0,2.0,200.0,16666.666666666668,400.0
Super built-up  Area,18-Aug,rajaji nagar,3,1776.0,3.0,1.0,190.0,10698.198198198199,592.0
Super built-up  Area,Ready To Move,thigalarapalya,3,2072.0,4.0,2.0,160.0,7722.007722007722,690.6666666666666
Plot  Area,Ready To Move,kundalahalli,3,1600.0,3.0,2.0,170.0,10625.0,533.3333333333334
Super built-up  Area,Ready To Move,kengeri satellite town,2,920.0,2.0,3.0,39.0,4239.130434782609,460.0
Super built-up  Area,19-Feb,chandapura,2,778.0,2.0,0.0,25.29,3250.642673521851,389.0
Super built-up  Area,Ready To Move,electronic city,3,1631.0,3.0,2.0,80.0,4904.9662783568365,543.6666666666666
Super built-up  Area,21-Dec,kanakpura road,1,525.0,1.0,1.0,27.5,5238.0952380952385,525.0
Built-up  Area,Ready To Move,jalahalli,3,1395.0,3.0,3.0,82.0,5878.136200716845,465.0
Super built-up  Area,18-Jul,hennur road,2,1232.0,2.0,1.0,66.0,5357.142857142857,616.0
Super built-up  Area,Ready To Move,gubbalala,2,1205.0,2.0,2.0,70.0,5809.128630705394,602.5
Super built-up  Area,Ready To Move,rajiv nagar,4,2340.0,5.0,1.0,129.0,5512.820512820513,585.0
Super built-up  Area,Ready To Move,rayasandra,3,1179.0,2.0,1.0,55.0,4664.970313825275,393.0
Super built-up  Area,Ready To Move,kodigehaali,2,1013.0,2.0,1.0,51.0,5034.550839091807,506.5
Super built-up  Area,Ready To Move,uttarahalli,2,1160.0,2.0,2.0,40.6,3500.0,580.0
Super built-up  Area,Ready To Move,7th phase jp nagar,2,1200.0,2.0,2.0,62.5,5208.333333333333,600.0
Super built-up  Area,Ready To Move,uttarahalli,3,1255.0,2.0,3.0,50.19,3999.203187250996,418.3333333333333
Super built-up  Area,Ready To Move,kudlu gate,1,1400.0,1.0,1.0,285.0,20357.14285714286,1400.0
Super built-up  Area,Ready To Move,marathahalli,2,1065.0,2.0,2.0,55.0,5164.319248826291,532.5
Built-up  Area,Ready To Move,lakshminarayana pura,2,1395.0,2.0,0.0,75.0,5376.344086021505,697.5
Built-up  Area,Ready To Move,hebbal kempapura,3,1725.0,2.0,1.0,165.0,9565.217391304348,575.0
Built-up  Area,Ready To Move,kengeri,3,1436.0,2.0,2.0,55.0,3830.08356545961,478.6666666666667
Super built-up  Area,19-Jun,hebbal,3,1645.0,3.0,2.0,117.0,7112.462006079028,548.3333333333334
Plot  Area,Ready To Move,kengeri,2,1200.0,2.0,0.0,58.0,4833.333333333333,600.0
Super built-up  Area,19-Apr,mysore road,2,940.0,2.0,1.0,43.61,4639.36170212766,470.0
Built-up  Area,Ready To Move,kr puram,6,4300.0,6.0,2.0,175.0,4069.767441860465,716.6666666666666
Super built-up  Area,20-Dec,hebbal,3,2850.0,5.0,3.0,343.0,12035.087719298246,950.0
Built-up  Area,Ready To Move,indira nagar,3,1740.0,3.0,2.0,191.0,10977.011494252874,580.0
Super built-up  Area,18-May,haralur road,2,1194.0,2.0,2.0,47.0,3936.348408710218,597.0
Super built-up  Area,Ready To Move,dodda nekkundi,3,1829.0,3.0,2.0,125.0,6834.3357025697105,609.6666666666666
Plot  Area,Ready To Move,whitefield,4,1800.0,4.0,3.0,178.0,9888.888888888889,450.0
Super built-up  Area,Ready To Move,hebbal,2,1390.0,2.0,2.0,95.0,6834.53237410072,695.0
Super built-up  Area,Ready To Move,lakshminarayana pura,3,1500.0,3.0,2.0,104.0,6933.333333333333,500.0
Super built-up  Area,21-Jun,vijayanagar,3,2047.0,3.0,2.0,136.0,6643.869076697606,682.3333333333334
